Transaction_ID,Date,Amount,Category,Status,Customer_Email,Customer_Phone
TXN-00405,2023-04-18,432.49,Entertainment,Completed,user405@example.com,+1-829-746-2530
TXN-00662,2023-12-28,417.97,Travel,Completed,user662@example.com,+1-779-297-9653
TXN-00235,2023-04-28,821.59,Travel,Completed,user235@example.com,+1-441-305-3399
TXN-00922,2023-08-29,346.02,Travel,Completed,user922@example.com,+1-429-529-5067
TXN-00884,2023-04-09,656.62,Healthcare,Completed,user884@example.com,+1-981-682-2195
TXN-00397,2023-05-16,243.03,Healthcare,Completed,user397@example.com,+1-986-332-8088
TXN-00159,2023-05-31,,Travel,Completed,user159@example.com,+1-702-929-8267
TXN-00348,2023-10-26,288.88,Utility,Failed,user348@example.com,+1-595-547-4060
TXN-00158,2023/13/45,571.07,Travel,Completed,user158@example.com,+1-636-902-2768
TXN-00533,2023-06-10,490.09,Utility,Pending,user533@example.com,+1-883-321-8625
TXN-00222,2023-02-02,219.91,Travel,Completed,user222@example.com,+1-787-614-7843
TXN-00559,2023-06-05,559.17,Healthcare,Pending,user559@example.com,+1-246-633-6644
TXN-00935,2023-10-23,566.0,Travel,Completed,user935@example.com,+1-950-759-5016
TXN-00304,2023-05-16,591.56,Utility,Completed,user304@example.com,+1-441-595-2337
TXN-00409,2023-11-21,518.04,Healthcare,Pending,user409@example.com,+1-777-242-1464
TXN-00703,2023-03-07,394.35,Healthcare,Completed,user703@example.com,+1-901-589-3777
TXN-00632,2023-08-07,729.43,Grocery,Pending,user632@example.com,+1-671-372-6770
TXN-00614,2023-12-23,331.18,Grocery,Completed,user614@example.com,+1-448-912-4350
TXN-00420,2023-01-02,510.13,Healthcare,Completed,user420@example.com,+1-821-347-6121
TXN-00991,2023-02-06,531.26,Entertainment,Completed,user991@example.com,+1-404-858-9614
TXN-00458,2023-03-21,344.71,Utility,Completed,user458@example.com,+1-807-544-9311
TXN-00054,2023-02-10,591.75,Grocery,Completed,user54@example.com,+1-785-592-4826
TXN-00475,2023-08-29,746.75,Healthcare,Completed,user475@example.com,+1-953-944-2020
TXN-00284,2023-08-15,314.33,Grocery,Pending,user284@example.com,+1-938-648-1715
TXN-00334,2023-02-04,,Grocery,Completed,user334@example.com,+1-336-245-6772
TXN-00977,2023-01-02,432.15,Healthcare,Completed,user977@example.com,+1-402-861-8265
TXN-00502,2023-10-25,786.41,Travel,Completed,user502@example.com,+1-205-763-3587
TXN-00960,2023-10-19,567.16,Utility,Completed,user960@example.com,+1-662-515-8591
TXN-00172,2023-09-17,377.63,Utility,Completed,user172@example.com,+1-881-461-7132
TXN-00514,2023-07-17,363.87,Grocery,Completed,user514@example.com,+1-543-491-8444
TXN-00851,2023-05-04,,Grocery,Completed,user851@example.com,+1-731-896-8291
TXN-00175,2023-03-20,541.5,Travel,Completed,user175example.com,+1-295-642-2582
TXN-00761,2023-02-28,413.65,Grocery,Completed,user761@example.com,+1-844-388-4053
TXN-00579,2023-12-06,278.21,Travel,Completed,user579@example.com,+1-829-984-1256
TXN-00325,2023-09-15,349.1,Entertainment,Failed,user325@example.com,+1-736-569-2108
TXN-00963,2023-11-09,529.48,None,Completed,user963@example.com,+1-921-913-1660
TXN-00932,2023-07-25,ONE HUNDRED,Travel,Completed,user932@example.com,+1-957-837-4974
TXN-00308,2023-12-23,411.26,Utility,Completed,user308@example.com,+1-493-683-3273
TXN-00505,2023-02-25,402.4,Entertainment,Completed,user505@example.com,+1-974-494-6262
TXN-00832,2023-04-04,362.2,Travel,Pending,user832@example.com,+1-423-639-4470
TXN-00460,2023-03-25,320.32,Grocery,Completed,user460@example.com,+1-925-776-5911
TXN-00115,2023-11-26,471.15,Healthcare,Completed,user115@example.com,+1-577-888-5295
TXN-00573,2023-08-31,549.04,Travel,Completed,user573@example.com,+1-674-889-9920
TXN-00642,2023-09-24,750.35,Entertainment,Completed,user642@example.com,+1-832-853-8916
TXN-00527,2023-07-06,255.87,Utility,Pending,user527@example.com,+1-531-454-1111
TXN-00766,2023-01-14,394.52,Utility,Completed,user766@example.com,+1-410-485-2025
TXN-00302,2023-01-02,415.97,Healthcare,Completed,user302@example.com,+1-227-624-1872
TXN-00535,2023-03-05,402.22,Grocery,Completed,user535@example.com,+1-902-714-6095
TXN-00803,2023-12-29,514.42,Healthcare,Completed,user803@example.com,+1-978-936-8231
TXN-00988,2023-05-25,631.6,Grocery,Completed,user988@example.com,+1-621-763-8848
TXN-00623,2023-08-26,782.3,Utility,Completed,user623@example.com,+1-246-776-4625
TXN-00725,2023-06-22,525.63,Travel,Failed,user725@example.com,+1-944-672-4434
TXN-00555,2023-06-04,550.64,Healthcare,Failed,user555@example.com,+1-777-259-8575
TXN-00520,2023-08-12,612.71,Travel,Pending,user520@example.com,+1-935-390-1230
TXN-00043,2023-07-14,482.65,Entertainment,Completed,user43@example.com,+1-592-395-9327
TXN-00889,2023-04-05,588.6,Utility,Completed,user889@example.com,+1-985-625-7939
TXN-00130,2023-03-12,424.48,Healthcare,Completed,user130@example.com,+1-486-233-7070
TXN-00796,2023-08-04,657.97,None,Completed,user796@example.com,+1-430-750-5729
TXN-00590,2023-01-13,371.59,Entertainment,Completed,user590@example.com,+1-876-733-4621
TXN-00071,2023-07-14,554.21,Healthcare,Completed,user71@example.com,+1-440-846-5708
TXN-00841,2023-05-22,492.58,Utility,Completed,user841@example.com,+1-865-509-3604
TXN-00840,2023-12-26,467.9,Grocery,Completed,user840@example.com,+1-638-407-3161
TXN-00788,2023-08-08,,Travel,Completed,user788@example.com,+1-567-209-8939
TXN-00448,2023-07-03,,Healthcare,Completed,user448@example.com,+1-331-299-7453
TXN-00456,2023-07-28,381.07,Grocery,Completed,user456@example.com,+1-343-535-6218
TXN-00768,2023-10-22,765.62,Utility,Completed,user768@example.com,+1-391-574-6340
TXN-00586,2023-06-08,537.23,Travel,Completed,user586@example.com,+1-343-715-5739
TXN-00200,2023-09-01,328.55,Grocery,Completed,user200@example.com,+1-253-359-3579
TXN-00603,2023-09-11,630.44,Entertainment,Completed,user603@example.com,+1-337-597-4978
TXN-00013,2023-08-05,536.29,Healthcare,Completed,user13@example.com,+1-983-888-5415
TXN-00907,2023/13/45,296.02,Travel,Pending,user907@example.com,+1-967-999-5403
TXN-00716,2023-08-25,8813.0,Healthcare,Failed,user716@example.com,+1-507-528-4290
TXN-00945,2023-03-02,777.0,Travel,Failed,user945@example.com,+1-732-622-7102
